Session,CCS,Arrival,Departure,Stay (min),Energy (Wh),Pmax (W),Preq_max (W),"Controlled session (0=False, 1=True)",TotalCapacity,BulkCapacity,SOC arrival,SOC departure,Energy capacity (Wh)
752,CCS1,3/23/2023 15:40,3/23/2023 16:05,26,16089.0,49872,179418,1,10000,8000,50,80,50949
853,CCS1,4/14/2023 4:11,4/14/2023 4:36,26,18543.0,75249,91782,0,10000,8299,26,94,25909
872,CCS1,4/17/2023 13:27,4/17/2023 13:52,26,19498.0,66090,110514,1,50000,40000,16,59,43077
969,CCS1,5/21/2023 16:14,5/21/2023 16:39,26,29570.0,94566,224907,1,10000,8000,31,69,73944
1063,CCS1,6/22/2023 16:30,6/22/2023 16:55,26,34720.0,138327,353265,1,10000,8000,39,84,73298
1077,CCS1,6/25/2023 15:39,6/25/2023 16:04,26,6606.0,22527,56808,0,10000,8000,43,100,11010
1107,CCS1,6/29/2023 21:06,6/29/2023 21:31,26,27590.0,130086,142737,0,10000,8000,32,76,59569
1115,CCS1,7/1/2023 11:29,7/1/2023 11:54,26,20103.0,61944,252297,1,10000,8000,47,80,57855
1165,CCS2,4/23/2022 1:13,4/23/2022 1:38,26,29884.0,145113,191382,1,80240,64191,22,55,86027
1192,CCS2,5/19/2022 8:01,5/19/2022 8:26,26,46103.0,171195,174624,1,10000,8000,48,100,84227
1259,CCS2,6/13/2022 9:16,6/13/2022 9:41,26,44285.0,171504,174624,1,10000,8000,50,100,84142
1263,CCS2,6/14/2022 18:44,6/14/2022 19:09,26,18495.0,53946,57801,1,10000,8000,23,69,38205
1338,CCS2,10/13/2022 17:58,10/13/2022 18:23,26,24433.0,85854,92595,1,10000,8000,12,48,64476
1353,CCS2,10/16/2022 14:48,10/16/2022 15:13,26,53157.0,164289,174624,1,10000,8000,23,85,81450
1385,CCS2,10/23/2022 11:18,10/23/2022 11:43,26,52895.0,164247,176505,1,10000,8000,16,80,78516
1447,CCS2,11/4/2022 20:30,11/4/2022 20:55,26,25475.0,81372,221187,1,10000,8000,49,80,78069
1452,CCS2,11/9/2022 18:31,11/9/2022 18:56,26,23456.0,85815,92595,1,10000,8000,13,46,67525
1474,CCS2,11/13/2022 15:29,11/13/2022 15:54,26,20108.0,62088,251262,1,10000,8000,27,67,47757
1487,CCS2,11/16/2022 11:09,11/16/2022 11:34,26,9066.0,27564,30600,1,10000,8000,22,100,11042
1543,CCS2,2/25/2023 10:20,2/25/2023 10:45,26,28146.0,83211,223872,1,10000,8000,26,61,76396
1577,CCS2,3/4/2023 13:23,3/4/2023 13:48,26,24246.0,79452,140628,0,10000,8000,50,87,62253
1602,CCS2,3/15/2023 9:24,3/15/2023 9:49,26,22533.0,62787,270597,1,10000,8000,17,36,112724
1662,CCS2,4/1/2023 19:29,4/1/2023 19:54,26,18309.0,56478,57801,0,10000,8000,50,94,39540
1667,CCS2,4/4/2023 13:58,4/4/2023 14:23,26,26235.0,95223,352230,1,10000,8000,52,86,73304
1711,CCS2,4/20/2023 21:36,4/20/2023 22:01,26,20679.0,70422,120222,1,10000,8000,41,64,85413
1712,CCS2,4/21/2023 9:49,4/21/2023 10:14,26,19926.0,62940,352230,1,10000,8000,68,92,78874
1735,CCS2,5/10/2023 18:28,5/10/2023 18:53,26,28350.0,82866,223872,1,10000,8000,32,70,70875
1740,CCS2,5/11/2023 19:26,5/11/2023 19:51,26,22835.0,64089,159210,1,10000,8000,44,74,72311
1753,CCS2,5/14/2023 17:37,5/14/2023 18:02,26,17716.0,55494,57300,0,10000,8000,34,92,29018
33,CCS1,4/20/2022 18:34,4/20/2022 19:00,27,27168.0,115395,229743,1,10000,8000,46,96,51619
66,CCS1,5/16/2022 19:02,5/16/2022 19:28,27,28072.0,104559,353265,1,10000,8000,52,90,70180
146,CCS1,6/6/2022 13:54,6/6/2022 14:20,27,35477.0,153942,353265,1,10000,8000,41,89,70215
161,CCS1,6/8/2022 18:36,6/8/2022 19:02,27,9732.0,28134,30816,0,10000,8000,16,100,11006
166,CCS1,6/9/2022 9:48,6/9/2022 10:14,27,28595.0,118455,353265,1,10000,8000,51,90,69654
182,CCS1,6/13/2022 17:46,6/13/2022 18:12,27,29714.0,91659,224907,1,10000,8000,43,80,76293
191,CCS1,6/15/2022 16:38,6/15/2022 17:04,27,40735.0,160014,353265,1,10000,8000,27,81,71663
193,CCS1,6/15/2022 18:47,6/15/2022 19:13,27,38834.0,157548,353265,1,10000,8000,34,83,75306
245,CCS1,7/16/2022 21:22,7/16/2022 21:48,27,29989.0,95502,160245,0,10000,8000,40,80,71224
253,CCS1,7/17/2022 17:14,7/17/2022 17:40,27,33667.0,136122,353265,1,10000,8000,38,80,76152
254,CCS1,7/17/2022 19:41,7/17/2022 20:07,27,22356.0,69174,160245,0,10000,8000,63,91,75851
277,CCS1,8/11/2022 22:57,8/11/2022 23:23,27,27605.0,102750,353265,1,10000,8000,52,90,69013
284,CCS1,10/12/2022 17:29,10/12/2022 17:55,27,16220.0,54930,58368,0,10000,8000,41,90,31447
290,CCS1,10/13/2022 16:53,10/13/2022 17:19,27,59587.0,166290,177540,1,10000,8000,9,80,79718
310,CCS1,10/15/2022 18:24,10/15/2022 18:50,27,12413.0,50670,192417,1,68440,54752,78,95,69366
342,CCS1,10/21/2022 17:33,10/21/2022 17:59,27,21921.0,80046,110514,0,50000,40000,31,80,42500
357,CCS1,10/24/2022 8:29,10/24/2022 8:55,27,37089.0,117729,353265,1,10000,8000,15,61,76597
379,CCS1,10/27/2022 13:32,10/27/2022 13:58,27,34218.0,98868,353265,1,10000,8000,40,85,72238
452,CCS1,11/6/2022 4:38,11/6/2022 5:04,27,33368.0,114570,353265,1,10000,8000,45,89,72045
627,CCS1,2/21/2023 11:29,2/21/2023 11:55,27,16749.0,48972,179418,1,10000,8000,27,58,51328
653,CCS1,2/28/2023 16:17,2/28/2023 16:43,27,41294.0,156240,353265,1,10000,8000,18,72,72647
663,CCS1,3/2/2023 15:52,3/2/2023 16:18,27,33812.0,127650,353265,1,10000,8000,36,80,72987
766,CCS1,3/26/2023 17:06,3/26/2023 17:32,27,42135.0,128115,177540,1,10000,8000,13,62,81690
810,CCS1,4/3/2023 21:11,4/3/2023 21:37,27,41050.0,130236,192417,1,76800,61440,16,65,79587
895,CCS1,4/21/2023 17:44,4/21/2023 18:10,27,31652.0,94188,353265,1,10000,8000,40,79,77101
928,CCS1,5/10/2023 15:18,5/10/2023 15:44,27,24284.0,73194,160245,1,10000,8000,46,80,67852
939,CCS1,5/14/2023 8:38,5/14/2023 9:04,27,35377.0,122040,353265,1,10000,8000,29,74,74685
962,CCS1,5/20/2023 11:56,5/20/2023 12:22,27,37512.0,157254,353265,1,10000,8000,35,84,72727
1081,CCS1,6/26/2023 14:57,6/26/2023 15:23,27,37194.0,131547,177540,1,10000,8000,37,95,60921
1082,CCS1,6/26/2023 16:27,6/26/2023 16:53,27,26663.0,82908,160245,0,10000,8000,49,84,72371
1316,CCS2,7/20/2022 5:13,7/20/2022 5:39,27,27926.0,111651,159210,0,10000,8000,17,79,42790
1324,CCS2,8/11/2022 12:48,8/11/2022 13:14,27,36803.0,114330,178383,1,10000,8000,2,65,55497
1336,CCS2,10/13/2022 12:23,10/13/2022 12:49,27,55168.0,163701,176505,1,10000,8000,18,79,85903
1426,CCS2,11/1/2022 16:04,11/1/2022 16:30,27,38492.0,116784,137406,0,10000,8000,25,73,76182
1484,CCS2,11/15/2022 16:52,11/15/2022 17:18,27,20558.0,66312,191382,1,79100,63280,68,90,88773
1648,CCS2,3/29/2023 12:34,3/29/2023 13:00,27,30731.0,135480,176505,1,10000,8000,46,80,85866
1650,CCS2,3/29/2023 16:41,3/29/2023 17:07,27,36570.0,139215,352230,1,10000,8000,29,78,70901
1678,CCS2,4/6/2023 16:31,4/6/2023 16:57,27,30040.0,88530,221187,1,10000,8000,43,80,77130
1709,CCS2,4/20/2023 12:41,4/20/2023 13:07,27,18152.0,50835,178383,1,10000,8000,46,80,50719
1727,CCS2,5/8/2023 17:50,5/8/2023 18:16,27,16404.0,72729,109479,0,50000,40000,75,100,62335
1745,CCS2,5/12/2023 15:00,5/12/2023 15:26,27,58414.0,168330,176505,1,10000,8000,15,80,85374
1814,CCS2,6/17/2023 7:35,6/17/2023 8:01,27,8840.0,53574,55800,0,10000,8000,39,93,15552
1823,CCS2,6/19/2023 11:03,6/19/2023 11:29,27,21238.0,68745,178383,1,10000,8000,39,80,49210
27,CCS1,4/18/2022 17:47,4/18/2022 18:14,28,32029.0,131730,353265,1,10000,8000,47,90,70745
96,CCS1,5/21/2022 19:26,5/21/2022 19:53,28,10039.0,27900,31500,1,10000,8000,13,100,10962
97,CCS1,5/22/2022 8:36,5/22/2022 9:03,28,32429.0,124212,353265,1,10000,8000,45,88,71645
99,CCS1,5/22/2022 10:35,5/22/2022 11:02,28,60577.0,168795,177540,1,10000,8000,21,90,83403
103,CCS1,5/22/2022 19:44,5/22/2022 20:11,28,9974.0,28005,31500,0,10000,8000,13,100,10891
186,CCS1,6/14/2022 12:07,6/14/2022 12:34,28,32294.0,85827,93630,0,10000,8000,18,63,68161
204,CCS1,6/17/2022 19:14,6/17/2022 19:41,28,55143.0,163311,177540,1,10000,8000,19,79,87310
233,CCS1,7/14/2022 20:51,7/14/2022 21:18,28,50060.0,147294,367872,1,10000,1000,8,65,83433
291,CCS1,10/13/2022 17:44,10/13/2022 18:11,28,42381.0,158532,353265,1,10000,8000,29,79,80524
331,CCS1,10/19/2022 19:18,10/19/2022 19:45,28,41069.0,109500,177540,1,10000,8000,33,80,83012
391,CCS1,10/29/2022 2:52,10/29/2022 3:19,28,37589.0,157293,353265,1,10000,8000,36,89,67364
398,CCS1,10/30/2022 9:30,10/30/2022 9:57,28,21458.0,84396,252297,1,10000,8000,34,76,48536
412,CCS1,11/1/2022 11:52,11/1/2022 12:19,28,23968.0,98334,192417,1,79900,63920,58,84,87575
446,CCS1,11/5/2022 17:15,11/5/2022 17:42,28,43138.0,156747,353265,1,10000,8000,18,75,71884
474,CCS1,11/8/2022 12:13,11/8/2022 12:40,28,25840.0,84618,179418,1,10000,8000,26,74,51142
476,CCS1,11/8/2022 15:21,11/8/2022 15:48,28,37561.0,152730,177540,1,10000,8000,58,100,84959
481,CCS1,11/9/2022 11:34,11/9/2022 12:01,28,35958.0,118752,120600,0,50000,40000,39,88,69714
492,CCS1,11/10/2022 23:09,11/10/2022 23:36,28,46932.0,159801,353265,1,10000,8000,16,77,73091
520,CCS1,11/14/2022 18:33,11/14/2022 19:00,28,31484.0,88998,222222,1,10000,8000,43,80,80837
540,CCS1,11/17/2022 12:34,11/17/2022 13:01,28,48234.8,160977,353265,1,10000,8000,11,66,83315
590,CCS1,11/24/2022 11:27,11/24/2022 11:54,28,37804.0,136815,353265,1,10000,8000,32,80,74820
610,CCS1,2/17/2023 16:03,2/17/2023 16:30,28,9219.0,27708,30900,0,10000,8000,20,100,10948
735,CCS1,3/18/2023 15:53,3/18/2023 16:20,28,18773.0,55254,58200,0,10000,8000,33,95,28765
758,CCS1,3/24/2023 16:20,3/24/2023 16:47,28,20739.0,75126,91782,1,10000,8299,16,94,25262
767,CCS1,3/26/2023 19:12,3/26/2023 19:39,28,29366.0,93180,353265,1,10000,8000,49,87,73415
850,CCS1,4/13/2023 8:31,4/13/2023 8:58,28,23089.0,68868,353265,1,10000,8000,54,79,87738
855,CCS1,4/14/2023 10:14,4/14/2023 10:41,28,31184.0,92655,121257,1,10000,8000,23,60,80067
878,CCS1,4/18/2023 13:28,4/18/2023 13:55,28,17893.0,49299,179418,1,10000,8000,47,80,51495
919,CCS1,5/8/2023 15:57,5/8/2023 16:24,28,25497.0,71595,160245,0,10000,8000,45,80,69206
927,CCS1,5/10/2023 14:48,5/10/2023 15:15,28,38468.0,138405,353265,1,10000,8000,34,79,81210
1030,CCS1,6/15/2023 12:24,6/15/2023 12:51,28,26510.0,81375,224907,1,10000,8000,45,80,71956
1176,CCS2,4/25/2022 19:19,4/25/2022 19:46,28,32459.0,131730,352230,1,10000,8000,29,69,77109
1234,CCS2,6/6/2022 15:01,6/6/2022 15:28,28,21565.0,62097,178383,1,10000,8000,43,80,55370
1267,CCS2,6/16/2022 8:10,6/16/2022 8:37,28,48991.0,171567,174624,1,10000,8000,44,100,83110
1337,CCS2,10/13/2022 14:46,10/13/2022 15:13,28,39414.0,117156,159210,1,10000,8000,18,71,70634
1421,CCS2,10/31/2022 11:40,10/31/2022 12:07,28,26993.0,74703,159210,0,10000,8000,32,70,67483
1442,CCS2,11/3/2022 19:04,11/3/2022 19:31,28,23326.0,69276,137406,1,10000,8000,3,98,23326
1456,CCS2,11/10/2022 19:04,11/10/2022 19:31,28,20961.0,61128,92595,1,10000,8000,42,70,71118
1560,CCS2,2/28/2023 15:17,2/28/2023 15:44,28,16038.0,54573,57333,1,10000,8000,38,87,31094
1752,CCS2,5/14/2023 17:07,5/14/2023 17:34,28,26833.0,86100,92595,0,10000,8000,13,52,65362
1759,CCS2,5/17/2023 18:51,5/17/2023 19:18,28,29383.0,97626,178383,1,10000,8000,2,54,53680
14,CCS1,4/16/2022 6:26,4/16/2022 6:54,29,41142.0,156519,353265,1,10000,8000,27,82,71063
49,CCS1,4/24/2022 12:44,4/24/2022 13:12,29,21355.0,67773,192417,1,80500,64400,68,90,92215
73,CCS1,5/17/2022 20:55,5/17/2022 21:23,29,46945.0,159162,353265,1,10000,8000,19,79,74330
120,CCS1,5/25/2022 18:12,5/25/2022 18:40,29,45710.0,170793,192417,1,80640,64512,21,73,83508
171,CCS1,6/10/2022 11:48,6/10/2022 12:16,29,19864.0,60663,353265,1,10000,8000,74,97,82047
242,CCS1,7/16/2022 16:38,7/16/2022 17:06,29,42601.0,149952,225444,1,10000,8000,25,75,80942
298,CCS1,10/14/2022 17:09,10/14/2022 17:37,29,19003.0,71388,110514,0,50000,40000,46,87,44031
339,CCS1,10/21/2022 12:53,10/21/2022 13:21,29,49457.0,161277,353265,1,10000,8000,14,74,78307
386,CCS1,10/28/2022 15:23,10/28/2022 15:51,29,34292.0,93510,224907,1,10000,8000,28,72,74056
455,CCS1,11/6/2022 11:00,11/6/2022 11:28,29,21189.0,62025,179418,1,10000,8000,39,77,52973
463,CCS1,11/6/2022 20:19,11/6/2022 20:47,29,35189.0,120462,353265,1,10000,8000,38,83,74304
488,CCS1,11/10/2022 16:57,11/10/2022 17:25,29,29629.0,92223,353265,1,10000,8000,52,89,76074
497,CCS1,11/11/2022 13:48,11/11/2022 14:16,29,10418.0,61689,123081,1,42000,33600,70,94,41238
551,CCS1,11/18/2022 17:42,11/18/2022 18:10,29,31260.0,139794,192417,1,79140,63312,45,80,84849
609,CCS1,2/17/2023 12:50,2/17/2023 13:18,29,15309.0,56118,58500,1,10000,8000,41,88,30944
662,CCS1,3/2/2023 14:34,3/2/2023 15:02,29,36018.0,105393,179418,1,10000,8000,4,65,56094
696,CCS1,3/10/2023 9:46,3/10/2023 10:14,29,26072.0,71319,353265,1,10000,8000,57,88,79872
707,CCS1,3/14/2023 22:17,3/14/2023 22:45,29,27854.0,98952,353265,1,10000,8000,57,92,75582
736,CCS1,3/18/2023 16:52,3/18/2023 17:20,29,24192.0,64833,160245,0,10000,8000,47,78,74113
745,CCS1,3/21/2023 18:10,3/21/2023 18:38,29,25164.0,74529,110514,0,50000,40000,15,71,42689
762,CCS1,3/26/2023 1:02,3/26/2023 1:30,29,41250.0,159468,353265,1,10000,8000,33,89,69978
786,CCS1,3/30/2023 13:44,3/30/2023 14:12,29,12072.0,55857,57900,1,10000,8000,20,89,16621
826,CCS1,4/5/2023 19:29,4/5/2023 19:57,29,49280.0,158124,353265,1,10000,8000,11,76,72025
834,CCS1,4/6/2023 22:29,4/6/2023 22:57,29,38101.0,147138,353265,1,10000,8000,36,84,75393
843,CCS1,4/8/2023 16:36,4/8/2023 17:04,29,42632.0,148521,192417,1,76740,61391,32,86,75000
902,CCS1,4/23/2023 14:13,4/23/2023 14:41,29,58047.0,169452,177540,1,10000,8000,21,90,79920
912,CCS1,5/2/2023 15:42,5/2/2023 16:10,29,14989.0,58686,353265,1,10000,8000,85,100,94930
995,CCS1,6/6/2023 19:02,6/6/2023 19:30,29,43180.0,159834,353265,1,10000,8000,28,79,80433
1000,CCS1,6/8/2023 12:48,6/8/2023 13:16,29,45343.0,146877,160245,0,10000,8000,14,73,73010
1001,CCS1,6/8/2023 16:02,6/8/2023 16:30,29,17220.0,54954,160245,0,10000,8000,78,99,77900
1015,CCS1,6/10/2023 14:13,6/10/2023 14:41,29,42429.0,118935,250149,1,10000,8000,51,88,108939
1022,CCS1,6/13/2023 10:57,6/13/2023 11:25,29,39504.0,149613,353265,1,10000,8000,34,80,81584
1048,CCS1,6/19/2023 12:58,6/19/2023 13:26,29,31064.0,112188,353265,1,10000,8000,46,89,68630
1049,CCS1,6/19/2023 16:13,6/19/2023 16:41,29,32569.0,104166,160245,0,10000,8000,34,80,67262
1066,CCS1,6/23/2023 11:23,6/23/2023 11:51,29,25054.0,80265,179418,1,10000,8000,32,80,49586
1086,CCS1,6/27/2023 6:11,6/27/2023 6:39,29,44345.0,156144,250149,1,10000,8000,52,92,105319
1105,CCS1,6/29/2023 11:19,6/29/2023 11:47,29,27630.0,93963,179418,1,10000,8000,27,80,49525
1117,CCS1,7/1/2023 17:10,7/1/2023 17:38,29,22672.0,69795,252297,1,10000,8000,37,79,51282
1141,CCS2,4/15/2022 13:55,4/15/2022 14:23,29,15988.0,51849,55773,0,10000,8000,53,85,47464
1146,CCS2,4/17/2022 20:22,4/17/2022 20:50,29,30799.0,89034,159210,0,10000,8000,33,74,71364
1147,CCS2,4/18/2022 8:37,4/18/2022 9:05,29,46455.0,152097,174624,1,10000,8000,45,98,83268
1169,CCS2,4/23/2022 16:32,4/23/2022 17:00,29,37079.0,113412,116100,0,50000,40000,15,66,69069
1223,CCS2,6/4/2022 10:22,6/4/2022 10:50,29,26745.0,156159,352230,1,10000,8000,12,46,74729
1280,CCS2,6/18/2022 20:16,6/18/2022 20:44,29,32751.0,115413,159210,1,10000,8000,22,67,69141
1360,CCS2,10/17/2022 18:43,10/17/2022 19:11,29,10649.0,27336,30600,0,10000,8000,8,100,10996
1392,CCS2,10/24/2022 12:50,10/24/2022 13:18,29,34482.0,140769,224409,1,10000,8000,44,80,90994
1394,CCS2,10/24/2022 15:44,10/24/2022 16:12,29,10008.0,55266,122046,0,42000,33600,70,94,39615
1510,CCS2,11/21/2022 11:07,11/21/2022 11:35,29,4776.0,37725,55800,0,10000,8000,59,86,16798
1534,CCS2,2/18/2023 13:52,2/18/2023 14:20,29,17085.0,54237,57333,0,10000,8000,32,86,30057
1620,CCS2,3/22/2023 10:04,3/22/2023 10:32,29,53096.0,161403,270597,1,10000,8000,13,60,107322
1622,CCS2,3/22/2023 13:39,3/22/2023 14:07,29,10731.0,27390,30600,1,10000,8000,7,100,10962
1623,CCS2,3/22/2023 19:20,3/22/2023 19:48,29,34255.0,130362,224409,1,10000,8000,44,80,90395
1629,CCS2,3/25/2023 16:47,3/25/2023 17:15,29,23103.0,71124,137406,1,10000,8000,5,100,23103
1726,CCS2,5/3/2023 10:19,5/3/2023 10:47,29,34374.0,131973,224409,1,10000,8000,47,81,96017
1771,CCS2,5/22/2023 14:35,5/22/2023 15:03,29,10384.0,27738,30600,0,10000,8000,11,100,11084
1794,CCS2,6/9/2023 2:35,6/9/2023 3:03,29,46739.0,140487,176505,1,10000,8000,16,90,60003
1796,CCS2,6/9/2023 14:34,6/9/2023 15:02,29,24661.0,66585,352230,1,10000,8000,56,89,70994
1826,CCS2,6/20/2023 11:26,6/20/2023 11:54,29,34267.0,106317,140628,0,10000,8000,42,90,67820
1837,CCS2,6/22/2023 6:28,6/22/2023 6:56,29,34418.0,103641,223872,1,10000,8000,34,80,71081
59,CCS1,4/27/2022 21:23,4/27/2022 21:52,30,36804.0,142644,353265,1,10000,8000,41,90,71355
80,CCS1,5/19/2022 14:03,5/19/2022 14:32,30,21432.0,56850,99081,0,64200,51360,43,77,59884
81,CCS1,5/19/2022 18:11,5/19/2022 18:40,30,38702.0,158790,353265,1,10000,8000,38,90,70706
137,CCS1,6/5/2022 7:26,6/5/2022 7:55,30,32411.0,91701,160245,0,10000,8000,37,80,71606
170,CCS1,6/9/2022 20:26,6/9/2022 20:55,30,37660.0,155304,353265,1,10000,8000,39,90,70151
177,CCS1,6/11/2022 9:34,6/11/2022 10:03,30,17130.0,52713,91824,0,35500,28400,17,80,25831
232,CCS1,7/14/2022 10:13,7/14/2022 10:42,30,49060.0,160269,353265,1,10000,8000,17,84,69563
281,CCS1,8/12/2022 13:49,8/12/2022 14:18,30,38035.0,114345,121257,0,10000,8000,28,72,82140
282,CCS1,8/12/2022 14:39,8/12/2022 15:08,30,37529.0,150642,353265,1,10000,8000,39,89,71305
312,CCS1,10/16/2022 11:45,10/16/2022 12:14,30,24818.0,80538,353265,1,10000,8000,38,91,44485
336,CCS1,10/20/2022 21:07,10/20/2022 21:36,30,46673.0,156489,232965,1,10000,8000,4,79,59119
358,CCS1,10/24/2022 9:08,10/24/2022 9:37,30,26798.0,109038,252297,1,10000,8000,22,75,48034
366,CCS1,10/25/2022 11:00,10/25/2022 11:29,30,34508.0,156939,252297,1,10000,8000,13,85,45531
395,CCS1,10/29/2022 17:51,10/29/2022 18:20,30,50728.0,162597,353265,1,10000,8000,12,79,71928
407,CCS1,10/31/2022 15:43,10/31/2022 16:12,30,31122.0,100776,353265,1,10000,8000,49,89,73915
427,CCS1,11/3/2022 21:19,11/3/2022 21:48,30,20217.0,72414,110514,0,50000,40000,33,78,42680
472,CCS1,11/8/2022 9:02,11/8/2022 9:31,30,20979.0,63717,123081,0,42000,33600,24,82,34362
496,CCS1,11/11/2022 13:07,11/11/2022 13:36,30,13235.0,49089,222222,1,10000,8000,85,100,83822
502,CCS1,11/12/2022 1:13,11/12/2022 1:42,30,31310.0,93738,353265,1,10000,8000,48,89,72548
527,CCS1,11/15/2022 16:32,11/15/2022 17:01,30,25466.0,97491,177540,1,10000,8000,73,100,89603
531,CCS1,11/15/2022 22:29,11/15/2022 22:58,30,24697.0,69492,138441,0,10000,8000,1,100,23699
556,CCS1,11/19/2022 16:35,11/19/2022 17:04,30,24416.0,69387,138441,1,10000,8000,1,98,23913
585,CCS1,11/23/2022 19:20,11/23/2022 19:49,30,16575.0,59802,110514,0,50000,40000,53,90,42557
587,CCS1,11/24/2022 8:44,11/24/2022 9:13,30,22078.0,62049,353265,1,10000,8000,66,89,91192
615,CCS1,2/18/2023 11:00,2/18/2023 11:29,30,27131.0,87675,353265,1,10000,8000,46,75,88877
679,CCS1,3/6/2023 11:45,3/6/2023 12:14,30,38942.0,133548,353265,1,10000,8000,37,84,78713
718,CCS1,3/16/2023 11:15,3/16/2023 11:44,30,42794.0,111648,138441,1,10000,8000,23,84,66646
748,CCS1,3/22/2023 21:10,3/22/2023 21:39,30,37618.0,112443,179418,1,10000,8000,5,70,54980
761,CCS1,3/25/2023 17:12,3/25/2023 17:41,30,40978.0,121134,192417,1,77400,61920,31,81,77858
881,CCS1,4/19/2023 11:32,4/19/2023 12:01,30,34379.0,117909,353265,1,10000,8000,39,85,71000
891,CCS1,4/21/2023 9:34,4/21/2023 10:03,30,13647.0,37365,224907,1,10000,8000,85,98,99728
898,CCS1,4/22/2023 10:19,4/22/2023 10:48,30,24128.0,63879,160245,0,10000,8000,47,80,69438
916,CCS1,5/3/2023 9:21,5/3/2023 9:50,30,14414.0,43428,229743,1,10000,8000,32,56,57055
970,CCS1,5/21/2023 21:24,5/21/2023 21:53,30,41056.0,139164,224907,1,10000,8000,27,80,73591
981,CCS1,5/23/2023 16:35,5/23/2023 17:04,30,12159.0,60180,229743,1,10000,8000,81,99,64173
1053,CCS1,6/19/2023 23:58,6/20/2023 0:27,30,63631.0,164112,177540,1,10000,8000,6,80,81688
1059,CCS1,6/21/2023 21:57,6/21/2023 22:26,30,25047.0,75189,121257,0,10000,8000,53,82,82051
1088,CCS1,6/27/2023 12:25,6/27/2023 12:54,30,29837.0,101028,110514,0,50000,40000,22,88,42947
1090,CCS1,6/27/2023 17:22,6/27/2023 17:51,30,43317.0,156504,353265,1,10000,8000,26,81,74820
1096,CCS1,6/28/2023 16:02,6/28/2023 16:31,30,29368.0,83592,160245,0,10000,8000,44,85,68048
1128,CCS1,7/4/2023 17:09,7/4/2023 17:38,30,39223.0,168414,194430,1,77400,61920,32,80,77629
1156,CCS2,4/20/2022 16:49,4/20/2022 17:18,30,10880.0,27300,30600,1,10000,8000,6,100,10996
1159,CCS2,4/21/2022 13:52,4/21/2022 14:21,30,60341.0,174153,249114,1,10000,8000,27,79,110238
1177,CCS2,4/26/2022 8:42,4/26/2022 9:11,30,39109.0,113715,116100,0,50000,40000,16,73,65182
1219,CCS2,5/26/2022 7:23,5/26/2022 7:52,30,26598.0,70725,159210,0,10000,8000,46,81,72195
1224,CCS2,6/4/2022 10:53,6/4/2022 11:22,30,16784.0,65178,109479,0,50000,40000,54,91,43094
1253,CCS2,6/10/2022 20:51,6/10/2022 21:20,30,24960.0,84720,352230,1,10000,8000,62,96,69741
1265,CCS2,6/15/2022 17:58,6/15/2022 18:27,30,32539.0,106029,159210,0,10000,8000,39,82,71888
1289,CCS2,6/20/2022 7:42,6/20/2022 8:11,30,52751.0,168444,174624,1,10000,8000,40,100,83522
1296,CCS2,7/15/2022 1:02,7/15/2022 1:31,30,58603.0,155811,276972,1,10000,8000,18,90,77313
1382,CCS2,10/22/2022 10:19,10/22/2022 10:48,30,17049.0,44673,159210,1,10000,8000,45,84,41530
1390,CCS2,10/24/2022 8:22,10/24/2022 8:51,30,37211.0,153825,176505,1,10000,8000,37,80,82210
1393,CCS2,10/24/2022 14:37,10/24/2022 15:06,30,30264.0,77850,223872,1,10000,8000,34,73,73720
1433,CCS2,11/2/2022 13:55,11/2/2022 14:24,30,30152.0,94149,352230,1,10000,8000,50,89,73447
1478,CCS2,11/14/2022 19:02,11/14/2022 19:31,30,29157.0,79524,221187,1,10000,8000,59,93,81444
1547,CCS2,2/26/2023 12:45,2/26/2023 13:14,30,24777.0,65409,159210,1,10000,8000,42,73,75930
1567,CCS2,3/2/2023 16:31,3/2/2023 17:00,30,44531.0,146412,174624,1,10000,8000,46,96,84609
1651,CCS2,3/29/2023 17:58,3/29/2023 18:27,30,10680.0,27339,30300,1,10000,8000,7,100,10910
1747,CCS2,5/13/2023 11:49,5/13/2023 12:18,30,12587.0,37860,251262,1,10000,8000,80,100,59788
1748,CCS2,5/13/2023 16:43,5/13/2023 17:12,30,42443.0,157548,352230,1,10000,8000,28,84,72002
1844,CCS2,6/24/2023 14:16,6/24/2023 14:45,30,42518.0,130500,223872,1,10000,8000,24,80,72129
1877,CCS2,7/4/2023 18:20,7/4/2023 18:49,30,37348.0,142797,251262,1,10000,8000,13,75,57227
6,CCS1,4/13/2022 19:37,4/13/2022 20:07,31,26653.0,72462,353265,1,10000,8000,59,90,81652
34,CCS1,4/20/2022 21:26,4/20/2022 21:56,31,52190.0,169485,177540,1,10000,8000,43,100,86983
143,CCS1,6/6/2022 6:19,6/6/2022 6:49,31,29263.0,129951,192417,1,80440,64352,54,85,89675
148,CCS1,6/6/2022 16:43,6/6/2022 17:13,31,39686.0,166278,192417,1,80540,64432,38,80,89765
160,CCS1,6/8/2022 12:59,6/8/2022 13:29,31,45951.0,159147,353265,1,10000,8000,22,85,69291
173,CCS1,6/10/2022 13:33,6/10/2022 14:03,31,16785.0,45477,52647,0,10000,8000,42,94,30671
201,CCS1,6/16/2022 22:28,6/16/2022 22:58,31,43178.0,159312,353265,1,10000,8000,27,86,69524
